-604543.49465,69 Rest 
-604233.99556,65 Rest 
-603724.49449,71 Rest 
-603631.11962,81 Rest 
-603365.11988,74 Rest 
-575002.32715,73 Rest 
-573430.25993,120 Physical Activity 
-573209.94774,99 Rest 
-572823.07329,82 Rest 
-572186.57352,95 Rest 
-571996.07338,79 Rest 
-571598.46023,60 Rest 
-571334.46011,86 Rest 
-571057.46019,87 Rest 
-570912.46065,83 Rest 
-570521.08557,75 Rest 
-570200.58564,84 Rest 
-569878.58584,74 Rest 
-569775.83192,80 Rest 
-569386.59384,81 Rest 
-568955.71901,73 Rest 
-568862.71907,76 Rest 
-567721.21843,73 Rest 
-567414.21326,76 Rest 
-567154.35416,69 Rest 
-566844.83813,71 Rest 
-566492.96324,70 Rest 
-566282.96365,74 Rest 
-566112.96362,70 Rest 
-565605.88923,78 Rest 
-565467.89282,67 Rest 
-565226.51427,75 Rest 
-564702.01413,73 Rest 
-564417.99659,66 Rest 
-564120.49676,74 Rest 
-563881.49766,70 Rest 
-563650.49675,71 Rest 
-563188.62199,65 Rest 
-563054.12185,66 Rest 
-562814.12207,82 Rest 
-562296.24798,70 Rest 
-562152.7605,68 Rest 
-561962.37358,62 Rest 
-561388.49902,79 Rest 
-561296.99891,73 Rest 
-560698.33095,91 Rest 
-560524.48822,78 Rest 
-560311.48834,74 Rest 
-559950.11425,66 Rest 
-559589.11359,65 Rest 
-559488.7386,72 Rest 
-559270.73851,73 Rest 
-558739.86423,73 Rest 
-558553.86403,59 Rest 
-558367.86494,69 Rest 
-557790.49027,55 Rest 
-557570.11547,69 Rest 
-556910.78409,74 Rest 
-556806.78414,75 Rest 
-556409.15534,70 Rest 
-556185.65554,67 Rest 
-555943.78069,67 Rest 
-555561.78117,61 Rest 
-555274.90611,64 Rest 
-554843.60858,79 Rest 
-554498.60964,71 Rest 
-554281.62112,72 Rest 
-553958.11017,79 Rest 
-553656.11025,63 Rest 
-553320.61025,71 Rest 
-553120.11493,67 Rest 
-552956.61901,69 Rest 
-552523.62035,76 Rest 
-552284.62102,70 Rest 
-551957.12324,70 Rest 
-551729.12311,74 Rest 
-551216.62663,71 Rest 
-551115.62588,59 Rest 
-550620.25826,87 Rest 
-550535.75459,79 Rest 
-550220.87816,62 Rest 
-549853.87699,82 Rest 
-549647.87695,69 Rest 
-549261.50208,79 Rest 
-548979.12807,68 Rest 
-548602.12731,71 Rest 
-547998.6836,84 Rest 
-547679.83703,101 Rest 
-546985.13415,80 Rest 
-546900.63402,78 Rest 
-546588.6341,79 Rest 
-546095.00294,85 Rest 
-546010.50294,83 Rest 
-545233.64148,86 Rest 
-544910.25432,74 Rest 
-544711.2518,87 Rest 
-544314.87668,86 Rest 
-544129.37654,96 Rest 
-543873.37677,85 Rest 
-543475.87656,79 Rest 
-543281.00161,76 Rest 
-542902.00913,85 Rest 
-542498.12638,87 Rest 
-542204.12621,84 Rest 
-541964.12662,69 Rest 
-541347.25215,81 Rest 
-541231.75228,75 Rest 
-540791.76156,70 Rest 
-540405.75234,84 Rest 
-539902.37735,85 Rest 
-539770.87739,93 Rest 
-538360.21853,85 Rest 
-537468.96844,91 Rest 
-537224.96862,90 Rest 
-536271.71966,92 Rest 
-535537.22012,96 Rest 
-534767.75222,105 Rest 
-534608.51775,137 Physical Activity 
-534407.20481,111 Rest 
-533463.33069,99 Rest 
-533047.95596,92 Rest 
-532673.35078,96 Rest 
-532304.47602,104 Rest 
-532047.97578,100 Rest 
-531414.4742,89 Rest 
-531147.474,85 Rest 
-529837.8369,84 Rest 
-529406.94813,93 Rest 
-529099.10383,86 Rest 
-528432.79685,87 Rest 
-528141.7957,87 Rest 
-527595.42121,82 Rest 
-527296.4216,82 Rest 
-526973.04701,87 Rest 
-525566.50649,74 Rest 
-525154.03041,83 Rest 
-525024.03072,85 Rest 
-524584.65572,81 Rest 
-524200.14846,67 Rest 
-524129.6484,55 Rest 
-523853.78162,75 Rest 
-523421.77482,71 Rest 
-523051.89947,60 Rest 
-522912.40089,76 Rest 
-522444.79071,74 Rest 
-522374.28867,73 Rest 
-522045.28901,67 Rest 
-521492.30007,81 Rest 
-521276.93485,75 Rest 
-521123.43485,78 Rest 
-520296.53957,72 Rest 
-520210.53957,71 Rest 
-519863.53972,69 Rest 
-519097.04047,72 Rest 
-518802.66544,68 Rest 
-518487.66538,72 Rest 
-518229.29098,67 Rest 
-486383.89858,84 Rest 
-484906.33441,98 Rest 
-484722.26334,106 Rest 
-484062.13859,103 Rest 
-483624.15568,79 Rest 
-483398.65568,71 Rest 
-482994.5116,74 Rest 
-482811.51171,78 Rest 
-482396.13668,80 Rest 
-482033.63672,70 Rest 
-481765.13747,75 Rest 
-481602.96953,80 Rest 
-480882.09504,85 Rest 
-480471.22293,74 Rest 
-480194.22293,75 Rest 
-480026.2206,73 Rest 
-479601.35033,81 Rest 
-479412.85036,73 Rest 
-479124.84797,72 Rest 
-478831.34615,73 Rest 
-478111.94274,100 Rest 
-477946.84804,96 Rest 
-477780.5304,70 Rest 
-477633.02613,73 Rest 
-477395.52645,68 Rest 
-477032.65066,69 Rest 
-476567.27601,73 Rest 
-476372.77609,70 Rest 
-476083.27649,72 Rest 
-475923.77588,70 Rest 
-475386.77573,68 Rest 
-475264.77605,64 Rest 
-474830.90103,66 Rest 
-474607.90146,67 Rest 
-474264.02614,63 Rest 
-473855.07306,86 Rest 
-473663.26114,58 Rest 
-473331.2629,62 Rest 
-473007.76122,64 Rest 
-472901.76121,71 Rest 
-472463.76142,65 Rest 
-472082.76647,70 Rest 
-471879.88645,69 Rest 
-471708.88636,62 Rest 
-471193.51237,77 Rest 
-470956.01359,75 Rest 
-470634.13772,81 Rest 
-470366.2471,70 Rest 
-470170.24724,49 Rest 
-469591.37247,86 Rest 
-469054.88679,70 Rest 
-468923.87317,72 Rest 
-468437.88448,69 Rest 
-468308.37612,72 Rest 
-467872.99886,74 Rest 
-467783.49883,67 Rest 
-467353.12358,78 Rest 
-467110.62369,67 Rest 
-466745.74908,73 Rest 
-466361.24946,79 Rest 
-466274.87826,73 Rest 
-465936.88536,67 Rest 
-465541.50884,62 Rest 
-465143.5094,65 Rest 
-464949.63526,75 Rest 
-464701.1348,72 Rest 
-464375.76049,74 Rest 
-464102.06532,75 Rest 
-463708.06847,74 Rest 
-463391.07079,69 Rest 
-463304.0707,77 Rest 
-462152.68395,63 Rest 
-461866.68683,88 Rest 
-461646.68325,69 Rest 
-461360.18326,68 Rest 
-461012.80824,73 Rest 
-460823.80824,68 Rest 
-460431.43344,65 Rest 
-460327.43342,58 Rest 
-459787.55825,70 Rest 
-459724.05819,68 Rest 
-459371.18335,66 Rest 
-459012.68306,75 Rest 
-458797.30776,67 Rest 
-456478.18406,82 Rest 
-456292.80909,81 Rest 
-455999.80907,84 Rest 
-455618.80935,78 Rest 
-452521.68665,91 Rest 
-451371.31253,84 Rest 
-451157.31267,60 Rest 
-450980.64432,64 Rest 
-450488.14468,66 Rest 
-450421.1449,72 Rest 
-449905.76995,73 Rest 
-449333.39529,78 Rest 
-448900.52056,78 Rest 
-448367.44277,69 Rest 
-448063.94281,62 Rest 
-447764.56783,77 Rest 
-447446.06786,68 Rest 
-447241.56838,71 Rest 
-446906.69353,67 Rest 
-446764.19339,65 Rest 
-446280.81868,68 Rest 
-446202.8187,63 Rest 
-444702.57508,61 Rest 
-444356.07539,67 Rest 
-444060.07549,60 Rest 
-443604.57557,61 Rest 
-443363.57586,63 Rest 
-443206.57608,61 Rest 
-442676.7009,62 Rest 
-442461.70082,60 Rest 
-442290.20128,63 Rest 
-441865.20142,61 Rest 
-441552.9633,62 Rest 
-441223.46361,66 Rest 
-440845.5887,66 Rest 
-440666.08895,72 Rest 
-440355.21394,61 Rest 
-440116.21464,68 Rest 
-440066.92998,74 Rest 
-440064.92998,75 Rest 
-440039.89757,102 Rest 
-439947.12036,88 Rest 
-439942.12036,88 Rest 
-439940.12033,98 Rest 
-439899.2297,131 Physical Activity 
-439842.16719,107 Rest 
-439837.16719,74 Rest 
-439834.16719,68 Rest 
-439827.16719,69 Rest 
-439822.16719,70 Rest 
-439818.16719,70 Rest 
-439811.16719,67 Rest 
-439806.16719,66 Rest 
-439801.16719,68 Rest 
-439796.16719,67 Rest 
-439732.71828,64 Rest 
-439584.30228,77 Rest 
-439579.30228,73 Rest 
-439578.30231,74 Rest 
-439573.30228,74 Rest 
-439564.30228,72 Rest 
-439559.30228,69 Rest 
-439553.30228,69 Rest 
-439552.30228,69 Rest 
-439545.30231,68 Rest 
-439481.11294,68 Rest 
-439476.11297,68 Rest 
-439471.11294,68 Rest 
-439466.11294,68 Rest 
-439461.11297,65 Rest 
-439456.11297,67 Rest 
-439452.11294,66 Rest 
-439450.11294,66 Rest 
-439388.69137,67 Rest 
-439224.19114,63 Rest 
-438766.31643,67 Rest 
-438519.3165,64 Rest 
-438393.81997,64 Rest 
-438064.94171,63 Rest 
-437831.07788,70 Rest 
-437828.07788,69 Rest 
-437825.07788,68 Rest 
-437814.07788,66 Rest 
-437737.59854,64 Rest 
-437527.60309,60 Rest 
-437263.50856,60 Rest 
-437257.50856,62 Rest 
-437252.50853,66 Rest 
-437251.50856,66 Rest 
-437246.50853,66 Rest 
-437237.50853,63 Rest 
-437232.50853,63 Rest 
-437230.50856,62 Rest 
-437225.50853,62 Rest 
-437210.63744,68 Rest 
-437207.63747,69 Rest 
-437200.63744,68 Rest 
-437197.63747,68 Rest 
-437191.63744,68 Rest 
-437188.63744,68 Rest 
-437183.63747,69 Rest 
-437174.63744,78 Rest 
-437169.63744,75 Rest 
-437119.15337,62 Rest 
-437095.11883,86 Rest 
-437093.1188,86 Rest 
-437089.1188,86 Rest 
-437083.1188,86 Rest 
-437077.1188,82 Rest 
-437036.99719,62 Rest 
-437031.99716,58 Rest 
-437026.99719,59 Rest 
-437025.99716,59 Rest 
-437016.99716,66 Rest 
-437011.99716,66 Rest 
-437008.99716,66 Rest 
-437001.99716,71 Rest 
-436780.51713,61 Rest 
-391944.50278,68 Rest 
-391812.01493,54 Rest 
-391626.50332,68 Rest 
