-563818.31406,62 Rest 
-562736.89603,76 Rest 
-562497.93912,74 Rest 
-562176.43912,77 Rest 
-561878.0647,79 Rest 
-561676.56476,74 Rest 
-561311.18981,79 Rest 
-561075.6905,81 Rest 
-560678.81521,79 Rest 
-560488.81529,76 Rest 
-560183.81822,76 Rest 
-559981.94322,74 Rest 
-559544.0619,77 Rest 
-559230.55801,75 Rest 
-558851.68236,71 Rest 
-558717.68236,75 Rest 
-558497.68257,76 Rest 
-558157.80753,71 Rest 
-557762.80736,74 Rest 
-557327.43197,82 Rest 
-557020.56119,75 Rest 
-556785.56172,71 Rest 
-556684.06129,73 Rest 
-556339.68668,71 Rest 
-556106.68682,78 Rest 
-550742.82396,99 Rest 
-550585.87649,95 Rest 
-550419.8237,99 Rest 
-550165.88736,60 Rest 
-549812.32462,67 Rest 
-549703.32507,66 Rest 
-549326.45731,67 Rest 
-549190.46522,76 Rest 
-548771.41786,72 Rest 
-548610.91788,76 Rest 
-548391.70339,105 Rest 
-548176.73554,125 Physical Activity 
-547715.29461,84 Rest 
-547432.92019,71 Rest 
-547243.92068,84 Rest 
-546540.54631,63 Rest 
-545356.79883,63 Rest 
-544784.92366,89 Rest 
-544618.42375,75 Rest 
-544169.5497,84 Rest 
-543890.6718,79 Rest 
-543787.67159,82 Rest 
-543279.2968,81 Rest 
-543099.2971,80 Rest 
-542787.79802,81 Rest 
-542572.92307,82 Rest 
-542132.54849,83 Rest 
-541901.54871,82 Rest 
-541582.54885,75 Rest 
-541298.17407,85 Rest 
-540830.29922,81 Rest 
-540655.29932,79 Rest 
-540374.80008,77 Rest 
-540167.42692,75 Rest 
-539815.42556,80 Rest 
-539555.5508,81 Rest 
-539095.67527,69 Rest 
-538887.88615,122 Physical Activity 
-538695.35495,120 Physical Activity 
-538549.8237,125 Physical Activity 
-538394.29308,122 Physical Activity 
-538230.76166,118 Rest 
-537870.82485,81 Rest 
-537807.82485,77 Rest 
-537451.23102,128 Physical Activity 
-537003.79543,98 Rest 
-536646.41927,90 Rest 
-536557.41927,87 Rest 
-536310.41927,97 Rest 
-535938.04293,92 Rest 
-535394.17038,81 Rest 
-534947.46486,103 Rest 
-534489.96481,113 Rest 
-533929.60093,107 Rest 
-533859.10093,97 Rest 
-533466.22172,91 Rest 
-532868.34264,116 Rest 
-532622.34275,113 Rest 
-532352.4695,105 Rest 
-531855.99961,128 Physical Activity 
-531816.5628,98 Rest 
-531672.46822,109 Rest 
-531258.15645,89 Rest 
-531083.65645,86 Rest 
-530689.65639,108 Rest 
-528655.65938,104 Rest 
-528302.57454,74 Rest 
-528217.13741,111 Rest 
-527631.26375,98 Rest 
-526848.39054,103 Rest 
-526535.8908,103 Rest 
-526255.01634,89 Rest 
-525933.51667,94 Rest 
-525747.14181,83 Rest 
-525446.14182,86 Rest 
-525121.64288,87 Rest 
-524783.14316,80 Rest 
-524399.26856,83 Rest 
-524099.76875,87 Rest 
-523799.27244,87 Rest 
-523565.77395,86 Rest 
-523121.90076,81 Rest 
-522861.30943,84 Rest 
-522620.30968,90 Rest 
-522401.43438,82 Rest 
-522079.94508,74 Rest 
-521632.55931,73 Rest 
-521560.05988,76 Rest 
-521050.0599,77 Rest 
-520754.55987,81 Rest 
-520346.68525,95 Rest 
-484177.23662,124 Physical Activity 
-484029.26422,120 Physical Activity 
-483548.71724,92 Rest 
-483258.71737,107 Rest 
-482834.96416,75 Rest 
-482326.36703,70 Rest 
-482105.36818,76 Rest 
-481993.49232,76 Rest 
-481687.99278,77 Rest 
-481220.61755,72 Rest 
-480861.02888,88 Rest 
-480679.52888,67 Rest 
-480388.15391,74 Rest 
-480098.15472,78 Rest 
-479715.78004,72 Rest 
-479342.28014,77 Rest 
-479040.4056,79 Rest 
-478838.40655,79 Rest 
-478679.53368,79 Rest 
-478378.0312,76 Rest 
-478035.15661,76 Rest 
-477573.15722,77 Rest 
-477338.78245,76 Rest 
-477022.28256,93 Rest 
-476664.90783,75 Rest 
-476559.90792,69 Rest 
-476258.53282,69 Rest 
-475945.03405,69 Rest 
-475470.66646,71 Rest 
-475297.16111,71 Rest 
-474947.28411,71 Rest 
-474792.78379,90 Rest 
-474497.59574,101 Rest 
-474259.65856,74 Rest 
-474087.15873,75 Rest 
-473864.78413,79 Rest 
-473507.7841,81 Rest 
-473277.19808,95 Rest 
-473096.0736,104 Rest 
-472943.04936,104 Rest 
-472895.1122,88 Rest 
-472534.6123,86 Rest 
-472300.73741,83 Rest 
-471936.73772,85 Rest 
-471777.23743,85 Rest 
-471481.86315,81 Rest 
-471324.27708,104 Rest 
-471172.15249,112 Rest 
-470985.14072,131 Physical Activity 
-470829.06784,115 Rest 
-470658.94233,105 Rest 
-470633.50523,94 Rest 
-470342.50544,82 Rest 
-470169.50526,82 Rest 
-469907.63026,81 Rest 
-469670.63052,83 Rest 
-469406.75588,82 Rest 
-469024.25611,88 Rest 
-468773.38093,86 Rest 
-468459.84519,115 Rest 
-468423.90863,89 Rest 
-468185.90884,85 Rest 
-467758.03397,85 Rest 
-467541.53403,80 Rest 
-467216.15948,77 Rest 
-466749.0775,75 Rest 
-466657.07771,72 Rest 
-466245.57767,83 Rest 
-465854.20323,79 Rest 
-465560.82831,76 Rest 
-465346.32831,76 Rest 
-465155.32926,75 Rest 
-464904.95448,74 Rest 
-464399.95495,72 Rest 
-464031.08048,75 Rest 
-463938.58055,75 Rest 
-463434.70531,77 Rest 
-463235.70568,79 Rest 
-462931.33053,74 Rest 
-462534.45632,80 Rest 
-462299.45608,78 Rest 
-462030.95612,74 Rest 
-461828.58129,82 Rest 
-461594.08161,75 Rest 
-461015.20709,73 Rest 
-460896.70726,72 Rest 
-460524.33467,71 Rest 
-460335.33244,72 Rest 
-460081.95764,72 Rest 
-459783.95761,73 Rest 
-459411.08277,75 Rest 
-459152.5873,72 Rest 
-458825.70866,69 Rest 
-458526.20837,75 Rest 
-458196.3346,77 Rest 
-457769.33439,67 Rest 
-457628.95944,72 Rest 
-457399.95943,80 Rest 
-457149.27197,104 Rest 
-457101.83484,64 Rest 
-456831.74098,114 Rest 
-456329.30456,70 Rest 
-455959.92954,79 Rest 
-455324.55478,83 Rest 
-455257.55458,81 Rest 
-455006.18,84 Rest 
-454679.18038,83 Rest 
-454282.30602,89 Rest 
-454057.80352,89 Rest 
-453554.93033,104 Rest 
-453339.43033,109 Rest 
-453144.056,115 Rest 
-452804.5563,103 Rest 
-452045.68185,96 Rest 
-451895.30685,101 Rest 
-451442.37287,112 Rest 
-451192.93221,99 Rest 
-451074.93252,95 Rest 
-450585.55784,95 Rest 
-450358.26891,107 Rest 
-450116.27464,102 Rest 
-449806.89418,98 Rest 
-449510.39421,104 Rest 
-449053.05175,128 Physical Activity 
-448819.77816,104 Rest 
-448558.77857,108 Rest 
-448239.90371,100 Rest 
-448093.40438,70 Rest 
-447532.52938,86 Rest 
-447333.52938,96 Rest 
-447089.15421,94 Rest 
-446833.15468,100 Rest 
-445719.90619,106 Rest 
-445522.90622,87 Rest 
-445403.40763,82 Rest 
-443673.78147,91 Rest 
-443573.78157,88 Rest 
-442977.40704,85 Rest 
-442612.5322,89 Rest 
-442379.53435,98 Rest 
-441971.65715,89 Rest 
-441614.78293,113 Rest 
-441477.78298,112 Rest 
-441063.40824,88 Rest 
-440836.90787,82 Rest 
-440452.53309,95 Rest 
-440059.03322,95 Rest 
-439761.15866,100 Rest 
-439442.65889,108 Rest 
-439365.65945,97 Rest 
-438982.78495,104 Rest 
-438568.41075,107 Rest 
-438375.41034,104 Rest 
-437468.66098,102 Rest 
-437190.15312,96 Rest 
-436956.65328,94 Rest 
-436587.77965,99 Rest 
-436259.78216,93 Rest 
-435815.40472,93 Rest 
-435564.52992,93 Rest 
-435369.03687,90 Rest 
-435147.53436,94 Rest 
-434842.15554,91 Rest 
-434466.15822,92 Rest 
-434019.78071,92 Rest 
-433891.28071,93 Rest 
-433624.90574,95 Rest 
-433276.9115,91 Rest 
-432825.53165,91 Rest 
-432741.53165,88 Rest 
-432242.66629,87 Rest 
-432090.65688,87 Rest 
-431674.28223,96 Rest 
-431338.40882,86 Rest 
-431181.91335,85 Rest 
-430756.0356,84 Rest 
-430533.03635,87 Rest 
-430381.53331,93 Rest 
-430027.65881,90 Rest 
-429790.15881,89 Rest 
-429498.78605,88 Rest 
-429156.28473,80 Rest 
-428907.40973,77 Rest 
-428324.03561,120 Physical Activity 
-428133.53594,91 Rest 
-427907.03549,88 Rest 
-427465.66094,90 Rest 
-427389.66086,92 Rest 
-427043.28613,93 Rest 
-426808.28613,92 Rest 
-426486.91133,90 Rest 
-426031.91215,89 Rest 
-425755.53636,86 Rest 
-425525.53666,79 Rest 
-425279.16218,81 Rest 
-424989.16221,79 Rest 
-424692.78721,77 Rest 
-424407.78683,78 Rest 
-423956.41269,86 Rest 
-423781.41269,80 Rest 
-423503.81105,79 Rest 
-423208.81123,79 Rest 
-422897.43602,77 Rest 
-422607.43636,77 Rest 
-422276.0615,77 Rest 
-422011.0615,77 Rest 
-421699.68749,78 Rest 
-421399.68663,78 Rest 
-420831.81123,101 Rest 
-420698.31138,87 Rest 
-420486.93638,85 Rest 
-420076.93696,103 Rest 
-419790.5617,85 Rest 
-419605.5617,81 Rest 
-419279.18685,82 Rest 
-418999.18685,81 Rest 
-418701.31173,82 Rest 
-418317.81501,81 Rest 
-417960.439,83 Rest 
-417769.93844,79 Rest 
-417480.06344,78 Rest 
-417190.06343,77 Rest 
-416873.6886,77 Rest 
-416608.68903,76 Rest 
-416277.3143,76 Rest 
-416007.3143,76 Rest 
-415700.9393,75 Rest 
-415343.44146,82 Rest 
-415063.06646,73 Rest 
-414684.56646,73 Rest 
-414423.19093,73 Rest 
-414128.1909,72 Rest 
-413805.81597,72 Rest 
-413586.8163,71 Rest 
-413200.44158,72 Rest 
