-556357.67682,94 Rest 
-556243.33187,75 Rest 
-556049.74358,78 Rest 
-555572.45045,94 Rest 
-555452.51326,92 Rest 
-554947.13953,76 Rest 
-554779.6393,78 Rest 
-554315.7641,71 Rest 
-554040.26427,74 Rest 
-553706.88937,80 Rest 
-553594.88925,79 Rest 
-553105.51518,77 Rest 
-553042.01438,77 Rest 
-552702.5144,88 Rest 
-552365.63973,87 Rest 
-552089.1404,89 Rest 
-551589.26472,88 Rest 
-551461.2651,83 Rest 
-551203.89005,88 Rest 
-550902.39059,82 Rest 
-550475.0153,81 Rest 
-550085.64057,82 Rest 
-549927.14177,80 Rest 
-549623.64176,83 Rest 
-549406.76754,87 Rest 
-547996.89119,93 Rest 
-547744.39153,96 Rest 
-547385.89258,80 Rest 
-547232.89258,81 Rest 
-546927.51675,80 Rest 
-546482.5183,81 Rest 
-546332.5168,76 Rest 
-545894.64204,81 Rest 
-545652.95791,78 Rest 
-545568.45788,78 Rest 
-544996.57986,79 Rest 
-544744.93567,80 Rest 
-544626.4356,80 Rest 
-544348.43731,82 Rest 
-544006.06161,84 Rest 
-543713.5628,84 Rest 
-543394.68679,87 Rest 
-542916.31167,60 Rest 
-542779.31164,63 Rest 
-542216.30788,80 Rest 
-541912.33165,69 Rest 
-541504.83171,92 Rest 
-541093.85854,76 Rest 
-540995.35927,84 Rest 
-540502.85873,74 Rest 
-540281.85927,75 Rest 
-540177.85921,77 Rest 
-539775.85908,80 Rest 
-539368.35983,82 Rest 
-539267.36052,79 Rest 
-538760.1173,87 Rest 
-538315.98847,100 Rest 
-538114.96043,87 Rest 
-538082.52396,92 Rest 
-537792.83253,93 Rest 
-536689.48149,94 Rest 
-536074.45441,102 Rest 
-536021.01698,72 Rest 
-535883.51722,90 Rest 
-535094.64233,98 Rest 
-535001.64213,96 Rest 
-534705.26959,86 Rest 
-534371.26848,94 Rest 
-533865.89383,102 Rest 
-533708.20239,106 Rest 
-533140.26541,100 Rest 
-532917.39058,101 Rest 
-532740.39429,99 Rest 
-532605.4571,88 Rest 
-532087.41478,91 Rest 
-532016.41338,85 Rest 
-531589.53838,86 Rest 
-530915.66838,88 Rest 
-530620.79338,83 Rest 
-530323.28876,84 Rest 
-530128.28878,82 Rest 
-529685.91382,85 Rest 
-529537.41374,79 Rest 
-529185.53977,81 Rest 
-528980.53857,83 Rest 
-528240.16468,94 Rest 
-528038.78902,71 Rest 
-527625.41388,80 Rest 
-527286.41388,91 Rest 
-527129.4136,87 Rest 
-526685.04185,79 Rest 
-526575.04009,76 Rest 
-526360.66478,85 Rest 
